metric,projector,instance,precision,recall,f1
test_metropolitan_transit-transit_line/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_education-educational_degree/macro_types,classifier_adapter_bert_ms,0,1.0,1,1.0
test_visual_art-color/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_medicine-symptom/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-sports_league/macro_types,classifier_adapter_bert_ms,0,1.0,0.75,0.8571428656578064
test_event-sports_event/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-computer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-military_conflict/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_people-ethnicity/macro_types,classifier_adapter_bert_ms,0,0.5,1.0,0.6666666865348816
test_product-instrument/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_living_thing-animal/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_music/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-fraternity_sorority/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_government_agency/macro_types,classifier_adapter_bert_ms,0,0.6000000238418579,0.375,0.4615384638309479
test_finance-stock_exchange/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_software/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_newspaper/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_religion/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-cemetery/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-county/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_building-power_station/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_internet/macro_types,classifier_adapter_bert_ms,0,1.0,1.0,1.0
test_visual_art/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography-island/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-director/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_metropolitan_transit/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_religion-religion/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event/macro_types,classifier_adapter_bert_ms,0,0.4615384638309479,0.75,0.5714285969734192
test_product/macro_types,classifier_adapter_bert_ms,0,0.4444444477558136,1.0,0.6153846383094788
test_astral_body/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-restaurant/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_award/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-doctor/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_transportation/macro_types,classifier_adapter_bert_ms,0,0.5,1.0,0.6666666865348816
test_park/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_game/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building/macro_types,classifier_adapter_bert_ms,0,0.42500001192092896,1.0,0.596491277217865
test_living_thing/macro_types,classifier_adapter_bert_ms,0,1.0,0.6666666865348816,0.800000011920929
test_person-terrorist/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_language/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_law/macro_types,classifier_adapter_bert_ms,0,0.3333333432674408,1.0,0.5
test_computer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-athlete/macro_types,classifier_adapter_bert_ms,0,0.75,0.27272728085517883,0.40000003576278687
test_disease/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-soldier/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_building-theater/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-airport/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-hospital/macro_types,classifier_adapter_bert_ms,0,0.4000000059604645,1.0,0.5714285969734192
test_event-terrorist_attack/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_broadcast-tv_channel/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_people/macro_types,classifier_adapter_bert_ms,0,0.5,1.0,0.6666666865348816
test_medicine-drug/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_medicine-medical_treatment/macro_types,classifier_adapter_bert_ms,0,0.25,1,0.4000000059604645
test_written_work/macro_types,classifier_adapter_bert_ms,0,0.4285714328289032,0.4285714328289032,0.4285714328289032
test_art/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_internet-website/macro_types,classifier_adapter_bert_ms,0,1.0,1,1.0
test_person-actor/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-airplane/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_biology/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_broadcast/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-library/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_livingthing/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_art-film/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-country/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_location/macro_types,classifier_adapter_bert_ms,0,0.8695651888847351,0.3921568691730499,0.5405405163764954
test_building-sports_facility/macro_types,classifier_adapter_bert_ms,0,0.7142857313156128,1.0,0.8333333730697632
test_finance/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_computer-algorithm/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_medicine/macro_types,classifier_adapter_bert_ms,0,1.0,1,1.0
test_building-hotel/macro_types,classifier_adapter_bert_ms,0,1.0,1,1.0
test_organization-sports_team/macro_types,classifier_adapter_bert_ms,0,0.8461538553237915,0.35483869910240173,0.5
test_organization-educational_institution/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test/micro,classifier_adapter_bert_ms,0,0.6406035423278809,0.5559523701667786,0.5952836275100708
test_person-musician/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-body_of_water/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-province/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_person-engineer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-author/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-natural_disaster/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-monarch/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_rail-railway/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-city/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_military/macro_types,classifier_adapter_bert_ms,0,0.6000000238418579,1.0,0.75
test_geography-glacier/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_time/macro_types,classifier_adapter_bert_ms,0,1.0,0.8846153616905212,0.9387754797935486
test_product-ship/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography-mountain/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-architect/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_play/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_finance-currency/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-bridge/macro_types,classifier_adapter_bert_ms,0,0,0,0
